applicant_id,application_date,gender,age,education,marital_status,dependents,residence_type,years_at_current_residence,city,employment_type,industry,annual_income,years_employed,years_with_current_employer,loan_purpose,loan_amount_requested,loan_tenure_months,interest_rate,credit_score,num_credit_accounts,num_active_accounts,credit_history_months,num_delinquent_accounts,max_dpd_last_12m,num_enquiries_6m,num_enquiries_12m,total_outstanding_debt,secured_loan_percentage,num_written_off_accounts,num_settled_accounts,avg_monthly_balance,balance_volatility,avg_monthly_spending,essential_spending_pct,discretionary_spending_pct,num_bounced_checks_12m,salary_credit_regularity,num_digital_txns_monthly,cash_withdrawal_pct,min_balance_breaches_12m,emi_bounce_count_12m,debt_to_income_ratio,loan_to_income_ratio,credit_utilization,estimated_monthly_emi,emi_to_income_ratio,savings_rate,account_age_factor,default,default_probability,total_financial_obligation_ratio,disposable_income_ratio,loan_to_monthly_income,debt_per_account,unsecured_loan_percentage,income_stability_score,financial_burden_score,has_payment_delays,severe_delinquency_flag,payment_delinquency_score,spending_stability,spending_pattern_score,bounce_check_severity,payment_reliability_score,digital_txn_propensity,cash_dependency_score,account_management_score,financial_discipline_score,spend_to_income_ratio,discretionary_spend_amount,financial_stress_indicator,estimated_delinquency_6m,delinquency_trend,balance_volatility_category,balance_stability_score,credit_maturity_score,active_account_ratio,enquiry_velocity_6m,enquiry_acceleration,recent_enquiry_intensity,debt_growth_indicator,projected_total_debt,projected_dti_after_loan,rolling_risk_score_6m,credit_trend_indicator,total_past_defaults,has_past_defaults,has_writeoff,has_settlements,enquiry_rate_monthly,enquiry_rate_6m,high_enquiry_flag,credit_hungry_score,credit_score_category,credit_score_normalized,negative_events_count,credit_history_quality,delinquency_rate,bureau_default_probability,credit_mix_score,enquiry_to_account_ratio,bureau_risk_score
APP000011,2025-02-10,Male,38,Bachelor,Single,2,Owned,1,Kolkata,Salaried,IT/Software,516000.0,13,10,Auto Loan,1192000.0,36,9.44,715,2,2,155,3,30,3,5,443900.0,82.3,0,0,121200.0,0.338,29600.0,39.5,60.5,1,80.0,38,35.8,2,0,0.86,2.31,0.355,38150.0,0.887,2.819,12.9,1,0.2389437984496123,1.0593,-0.5754,27.72,221950.0,17.7,0.7143,0.7166,1,0,1.3,0.7474,0.5007,1,0.85,0.9744,0.358,0.8333,0.8142,0.6884,17908.0,1,2,0.6452,Medium,0.6743,1.0,1.0,0.5,1,0.6,0.7287,1635900.0,3.1703,0.7814,Stable,3,1,0,0,0.4167,0.5,0,0.3,Good,0.6917,1,0.7659,150.0,0.38,0.6115,2.5,0.3202
APP000012,2025-09-11,Female,40,Bachelor,Divorced,2,Owned,23,Pune,Salaried,Manufacturing,483000.0,7,7,Auto Loan,1901000.0,36,9.4,761,3,1,30,1,90,3,5,1416100.0,50.9,0,0,135700.0,0.63,36000.0,69.3,30.7,1,99.4,27,29.8,2,2,2.932,3.936,0.182,60806.0,1.511,3.371,2.5,0,0.31125,2.0971,-1.4054,47.23,472033.33,49.1,0.875,1.6807,1,1,0.7,0.6135,0.6691,5,0.747,0.9643,0.298,0.8333,0.7328,0.8944,11052.0,2,1,0.9091,High,0.4419,0.25,0.3333,0.5,1,0.6,0.5731,3317100.0,6.8677,0.649,Stable,1,1,0,0,0.4167,0.5,0,0.3,Excellent,0.7683,1,0.6542,33.33,0.2627,0.5545,1.6667,0.2951
APP000013,2025-11-11,Female,32,Master,Married,2,Rented,1,Bangalore,Business Owner,Banking/Finance,528000.0,7,1,Business Loan,1856000.0,36,12.47,742,0,0,105,1,30,4,4,902500.0,60.5,0,0,54300.0,0.405,36900.0,45.7,54.3,0,80.6,26,28.9,3,0,1.709,3.515,0.266,62063.0,1.411,1.234,8.8,1,0.1861666666666666,1.7524,-1.2496,42.18,0.0,39.5,0.125,1.1867,1,0,0.5,0.7117,0.5334,0,0.903,0.963,0.289,0.75,0.7997,0.8386,20036.7,0,1,0.9091,Medium,0.6158,0.875,0.0,0.6667,4,1.0,0.6728,2758500.0,5.2244,0.5015,Deteriorating,1,1,0,0,0.3333,0.6667,0,0.4,Good,0.7367,0,0.7634,0.0,0.262,0.3025,4.0,0.282
APP000014,2025-09-29,Male,40,PhD,Divorced,3,Rented,0,Mumbai,Self-Employed,IT/Software,1175000.0,0,0,Education Loan,2041000.0,60,8.6,663,1,1,25,1,90,2,3,312300.0,87.4,0,0,129200.0,0.05,73000.0,50.8,49.2,0,86.9,21,21.7,1,2,0.266,1.737,0.656,41973.0,0.429,1.319,2.1,0,0.27925,0.4818,-0.1745,20.84,312300.0,12.6,0.0,0.4319,1,1,0.7,0.9524,0.6413,4,0.7345,0.9545,0.217,0.9167,0.8545,0.7455,35916.0,2,1,0.9091,Low,0.95,0.2083,1.0,0.3333,1,0.6667,0.8673,2353300.0,2.0028,0.435,Stable,1,1,0,0,0.25,0.3333,0,0.2,Good,0.605,0,0.6042,100.0,0.308,0.537,3.0,0.3127
APP000015,2025-05-18,Male,31,Bachelor,Married,1,Mortgaged,0,Hyderabad,Salaried,IT/Software,405000.0,0,0,Home Loan,3035000.0,240,7.87,800,3,3,157,0,0,0,2,61200.0,76.3,0,0,108400.0,0.423,15500.0,34.7,65.3,0,82.1,35,25.5,0,0,0.151,7.494,0.314,25141.0,0.745,3.212,13.1,1,0.0249999999999999,0.7751,-0.2043,89.93,20400.0,23.7,0.0,0.3781,0,0,0.0,0.7027,0.4537,0,0.9105,0.9722,0.255,1.0,0.875,0.4593,10121.5,0,0,0.0,Medium,0.6005,1.0,1.0,0.0,-2,0.0,0.9802,3096200.0,7.6449,0.1269,Improving,0,0,0,0,0.1667,0.0,0,0.0,Excellent,0.8333,0,0.9166,0.0,0.0667,0.6815,0.6667,0.0584
APP000016,2025-02-14,Male,35,High School,Married,0,Rented,11,Ahmedabad,Salaried,Manufacturing,430000.0,1,1,Personal Loan,1256000.0,48,10.85,655,4,3,109,0,0,1,4,86400.0,93.4,0,0,24600.0,0.243,30200.0,46.0,54.0,1,92.8,30,8.2,1,0,0.201,2.921,0.237,32371.0,0.903,0.687,9.1,0,0.02,0.9436,-0.7458,35.05,21600.0,6.6,0.5,0.4224,0,0,0.0,0.8045,0.5634,1,0.914,0.9677,0.082,0.9167,0.882,0.8428,16308.0,1,0,0.0,Medium,0.7617,0.9083,0.75,0.1667,-2,0.25,0.9356,1342400.0,3.1219,0.1129,Improving,0,0,0,0,0.3333,0.1667,0,0.1,Good,0.5917,1,0.7375,0.0,0.1833,0.867,1.0,0.1904
APP000017,2025-09-15,Male,32,Master,Married,1,Rented,5,Chennai,Freelancer,Banking/Finance,527000.0,4,0,Business Loan,2508000.0,120,15.77,654,5,1,13,1,30,4,6,125500.0,26.1,0,0,61200.0,0.302,22400.0,37.5,62.5,0,81.1,26,35.3,1,0,0.238,4.759,0.694,41654.0,0.948,1.394,1.1,0,0.1681666666666666,0.9961,-0.4581,57.11,25100.0,73.9,0.0,0.5878,1,0,0.5,0.768,0.4929,0,0.9055,0.963,0.353,0.9167,0.8676,0.5101,14000.0,0,1,0.9091,Medium,0.7069,0.1083,0.2,0.6667,2,0.6667,0.9523,2633500.0,4.9972,0.4706,Stable,1,1,0,0,0.5,0.6667,0,0.4,Good,0.59,0,0.5367,20.0,0.3207,0.6305,1.2,0.3793
APP000018,2025-06-19,Male,30,Bachelor,Single,3,Rented,7,Chennai,Salaried,Government,287000.0,11,0,Auto Loan,729000.0,48,10.49,701,3,1,40,1,30,1,4,58800.0,8.4,0,0,71700.0,0.586,21000.0,57.0,43.0,0,86.5,33,35.8,0,0,0.205,2.54,0.131,18661.0,0.78,2.998,3.3,0,0.1207166666666666,0.8212,-0.658,30.48,19600.0,91.6,0.0,0.3553,1,0,0.5,0.6305,0.5881,0,0.9325,0.9706,0.358,1.0,0.8622,0.878,9030.0,0,1,0.9091,High,0.473,0.3333,0.3333,0.1667,-2,0.25,0.9254,787800.0,2.7449,0.4958,Stable,1,1,0,0,0.3333,0.1667,0,0.1,Good,0.6683,0,0.6808,33.33,0.2293,0.342,1.3333,0.2304
APP000019,2025-10-03,Male,28,High School,Married,1,Rented,1,Ahmedabad,Business Owner,IT/Software,794000.0,24,1,Home Loan,2181000.0,360,9.09,736,1,1,121,2,90,4,4,402600.0,64.6,0,1,61200.0,0.05,54200.0,66.0,34.0,0,92.3,29,15.8,0,0,0.507,2.747,0.396,17690.0,0.267,0.925,10.1,0,0.1717052896725441,0.3688,-0.0861,32.96,402600.0,35.4,0.04,0.4017,1,1,1.1,0.9524,0.7477,0,0.9615,0.9667,0.158,1.0,0.9703,0.8191,18428.0,1,1,0.4762,Low,0.95,1.0,1.0,0.6667,4,1.0,0.8442,2583600.0,3.2539,0.395,Deteriorating,3,1,0,1,0.3333,0.6667,0,0.4,Good,0.7267,1,0.7634,200.0,0.4193,0.423,4.0,0.3606
APP000020,2025-07-06,Male,39,Master,Married,3,Owned,4,Delhi,Salaried,IT/Software,297000.0,9,9,Home Loan,1425000.0,360,9.26,601,4,2,76,1,30,2,4,473600.0,46.8,0,0,64800.0,0.157,16700.0,67.4,32.6,0,82.2,35,19.7,0,0,1.595,4.798,0.513,11733.0,0.474,2.618,6.3,0,0.1414166666666666,0.793,-0.1487,57.58,118400.0,53.2,0.9,0.9341,1,0,0.5,0.8643,0.7311,0,0.911,0.9722,0.197,1.0,0.9237,0.6747,5444.2,0,1,0.9091,Low,0.8443,0.6333,0.5,0.3333,0,0.5,0.7506,1898600.0,6.3926,0.3871,Stable,1,1,0,0,0.3333,0.3333,0,0.2,Fair,0.5017,0,0.6375,25.0,0.316,0.634,1.0,0.3068
APP000021,2025-06-10,Female,48,Bachelor,Single,2,Rented,6,Delhi,Business Owner,Other,190000.0,0,0,Personal Loan,413000.0,24,15.71,750,3,3,143,1,30,1,2,18300.0,68.0,0,0,45800.0,0.226,12000.0,34.9,65.1,1,78.7,30,15.4,0,2,0.096,2.174,0.346,20165.0,1.274,2.893,11.9,1,0.2341666666666666,1.2928,-1.0319,26.08,6100.0,32.0,0.0,0.5244,1,0,0.5,0.8157,0.489,5,0.6435,0.9677,0.154,1.0,0.8021,0.7579,7812.0,1,1,0.9091,Medium,0.7778,1.0,1.0,0.1667,0,0.5,0.9576,431300.0,2.27,0.4878,Stable,1,1,0,0,0.1667,0.1667,0,0.1,Good,0.75,1,0.835,33.33,0.1967,0.64,0.6667,0.1678
APP000022,2025-02-21,Male,46,Bachelor,Married,3,Rented,1,Pune,Salaried,IT/Software,481000.0,13,0,Auto Loan,1195000.0,72,10.28,720,2,1,59,1,60,3,5,467500.0,12.5,1,0,60600.0,0.164,17400.0,66.8,33.2,3,73.4,19,12.3,2,1,0.972,2.484,0.216,22307.0,0.557,1.512,4.9,0,0.4555266805266805,0.7509,0.0089,29.81,233750.0,87.5,0.0,0.6207,1,0,0.6,0.8591,0.7253,5,0.617,0.95,0.123,0.8333,0.7545,0.4341,5776.8,2,1,0.9091,Low,0.8375,0.4917,0.5,0.5,1,0.6,0.7188,1662500.0,3.4563,0.5092,Stable,2,1,1,0,0.4167,0.5,0,0.3,Good,0.7,2,0.6483,50.0,0.3333,0.2625,2.5,0.3322
APP000023,2025-08-15,Male,22,PhD,Single,4,Living with Parents,6,Pune,Business Owner,Government,100000.0,7,1,Personal Loan,241000.0,24,14.01,757,4,2,4,0,0,4,5,763100.0,89.1,0,1,6000.0,0.203,6500.0,34.4,65.6,0,78.1,26,28.5,0,1,7.631,2.41,0.563,11572.0,1.389,0.72,0.3,0,0.14575,2.9148,-1.169,28.92,190775.0,10.9,0.125,3.638,0,0,0.0,0.8313,0.4902,2,0.7905,0.963,0.285,1.0,0.8656,0.78,4264.0,1,0,0.0,Medium,0.7997,0.0333,0.5,0.6667,3,0.8,0.24,1004100.0,10.041,0.1809,Stable,1,1,0,1,0.4167,0.6667,0,0.4,Excellent,0.7617,1,0.5875,0.0,0.2353,0.8455,1.25,0.3214
APP000024,2025-09-05,Male,47,Bachelor,Single,0,Rented,4,Other,Salaried,Real Estate,170000.0,0,0,Home Loan,847000.0,180,9.31,766,4,0,43,1,60,3,5,283500.0,44.7,0,0,14900.0,0.275,12400.0,51.4,48.6,0,99.5,34,27.9,3,0,1.668,4.982,0.248,8748.0,0.618,1.052,3.6,1,0.2768333333333333,0.951,-0.4933,59.79,70875.0,55.3,0.0,0.927,1,0,0.6,0.7843,0.5951,0,0.9975,0.9714,0.279,0.75,0.8593,0.8753,6026.4,1,1,0.9091,Medium,0.7317,0.3583,0.0,0.5,1,0.6,0.7492,1130500.0,6.65,0.4425,Stable,1,1,0,0,0.4167,0.5,0,0.3,Excellent,0.7767,0,0.7,25.0,0.2427,0.6235,1.25,0.2714
APP000025,2025-06-11,Male,31,Bachelor,Married,1,Rented,1,Bangalore,Salaried,Other,513000.0,2,1,Auto Loan,1925000.0,60,11.49,598,3,0,31,2,60,2,4,42800.0,18.6,0,0,38900.0,0.138,35900.0,51.5,48.5,0,71.6,26,35.9,1,0,0.083,3.752,0.69,42326.0,0.99,0.91,2.6,0,0.1288333333333333,1.0068,-0.8298,45.03,14266.67,81.4,0.3333,0.5372,1,0,1.0,0.8787,0.6241,0,0.858,0.963,0.359,0.9167,0.8818,0.8398,17411.5,1,1,0.4762,Low,0.8629,0.2583,0.0,0.3333,0,0.5,0.9782,1967800.0,3.8359,0.3814,Stable,2,1,0,0,0.3333,0.3333,0,0.2,Fair,0.4967,0,0.56,66.67,0.3947,0.393,1.3333,0.3693
APP000026,2025-07-30,Female,41,Bachelor,Married,1,Rented,0,Delhi,Salaried,Manufacturing,172000.0,9,2,Business Loan,1355000.0,60,11.18,716,5,2,1,0,0,1,3,550200.0,74.4,0,0,28500.0,0.841,9200.0,49.8,50.2,0,76.6,26,11.3,0,0,3.199,7.878,0.309,29583.0,2.064,1.988,0.1,0,0.06305,2.7037,-1.7059,94.53,110040.0,25.6,0.2,1.9915,0,0,0.0,0.5432,0.5116,0,0.883,0.963,0.113,1.0,0.8162,0.6419,4618.4,0,0,0.0,High,0.3137,0.0083,0.4,0.1667,-1,0.3333,0.7112,1905200.0,11.0767,0.2723,Improving,0,0,0,0,0.25,0.1667,0,0.1,Good,0.6933,0,0.6283,0.0,0.1427,0.872,0.6,0.2029
APP000027,2025-07-29,Male,25,Bachelor,Single,2,Living with Parents,1,Chennai,Salaried,Retail,309000.0,12,8,Auto Loan,915000.0,36,10.33,674,1,1,10,1,30,3,5,338900.0,1.2,0,0,80400.0,0.178,22800.0,35.4,64.6,3,91.4,28,18.6,1,1,1.097,2.961,0.839,29666.0,1.152,3.122,0.8,0,0.2628430420711973,1.3714,-1.0374,35.53,338900.0,98.8,0.6154,1.0361,1,0,0.5,0.8489,0.5025,5,0.707,0.9655,0.186,0.9167,0.8125,0.8854,14728.8,1,1,0.9091,Low,0.8239,0.0833,1.0,0.5,1,0.6,0.7297,1253900.0,4.0579,0.5134,Stable,1,1,0,0,0.4167,0.5,0,0.3,Good,0.6233,1,0.5483,100.0,0.2873,0.106,5.0,0.3392
APP000028,2025-11-07,Male,36,Master,Married,1,Rented,4,Bangalore,Self-Employed,Healthcare,678000.0,8,0,Home Loan,4899000.0,240,8.53,828,4,3,78,0,0,2,4,1139200.0,3.1,0,1,187400.0,0.225,26800.0,69.2,30.8,0,99.3,24,30.4,2,0,1.68,7.226,0.715,42608.0,0.754,3.317,6.5,0,0.198,1.0902,-0.2283,86.71,284800.0,96.9,0.0,1.1127,0,0,0.0,0.8163,0.7293,0,0.9965,0.96,0.304,0.8333,0.8935,0.4743,8254.4,0,0,0.0,Medium,0.7787,0.65,0.75,0.3333,0,0.5,0.8113,6038200.0,8.9059,0.1075,Stable,1,1,0,1,0.3333,0.3333,0,0.2,Excellent,0.88,1,0.81,0.0,0.148,0.4155,1.0,0.171
APP000029,2025-09-10,Male,38,Bachelor,Single,1,Rented,4,Other,Salaried,Other,476000.0,3,3,Home Loan,2947000.0,120,9.15,668,4,2,45,1,30,2,3,56500.0,87.4,0,0,113300.0,0.083,21800.0,60.3,39.7,0,83.4,30,9.6,0,0,0.119,6.191,0.812,37571.0,0.947,2.856,3.8,0,0.0246666666666666,0.9709,-0.4966,74.29,14125.0,12.6,0.75,0.5753,1,0,0.5,0.9234,0.6991,0,0.917,0.9677,0.096,1.0,0.9438,0.5496,8654.6,0,1,0.9091,Low,0.9172,0.375,0.5,0.3333,1,0.6667,0.9812,3003500.0,6.3099,0.3649,Stable,1,1,0,0,0.25,0.3333,0,0.2,Good,0.6133,0,0.6416,25.0,0.2713,0.837,0.75,0.2832
APP000030,2025-09-26,Male,21,High School,Married,4,Living with Parents,3,Other,Salaried,Education,477000.0,33,0,Auto Loan,1151000.0,48,9.3,614,7,2,26,0,0,0,1,129400.0,93.3,1,0,55500.0,0.272,24700.0,34.3,65.7,1,94.9,37,37.5,2,0,0.271,2.413,0.493,28807.0,0.725,1.396,2.2,1,0.2215,0.779,-0.3464,28.96,18485.71,6.7,0.0,0.4738,0,0,0.0,0.7862,0.476,1,0.9245,0.9737,0.375,0.8333,0.8556,0.6214,16227.9,1,0,0.0,Medium,0.7345,0.2167,0.2857,0.0,-1,0.0,0.8989,1280400.0,2.6843,0.1016,Improving,1,1,1,0,0.0833,0.0,0,0.0,Fair,0.5233,2,0.565,0.0,0.2507,0.9665,0.1429,0.2558
APP000031,2025-04-19,Female,41,High School,Married,0,Living with Parents,1,Chennai,Salaried,Education,502000.0,0,0,Consumer Durable,76000.0,12,16.12,735,0,0,156,0,0,6,10,752800.0,71.4,0,0,138300.0,0.29,21300.0,60.0,40.0,0,81.8,30,19.4,1,1,1.5,0.151,0.168,6900.0,0.165,3.306,13.0,1,0.27125,0.4649,0.3258,1.82,0.0,28.6,0.0,0.6999,0,0,0.0,0.7752,0.6526,2,0.809,0.9677,0.194,0.9167,0.8312,0.5092,8520.0,1,0,0.0,Medium,0.7179,1.0,0.0,1.0,2,0.6,0.0917,828800.0,1.651,0.247,Stable,0,0,0,0,0.8333,1.0,1,0.6,Good,0.725,0,0.7425,0.0,0.23,0.357,10.0,0.3122
