applicant_id,application_date,gender,age,education,marital_status,dependents,residence_type,years_at_current_residence,city,employment_type,industry,annual_income,years_employed,years_with_current_employer,loan_purpose,loan_amount_requested,loan_tenure_months,interest_rate,credit_score,num_credit_accounts,num_active_accounts,credit_history_months,num_delinquent_accounts,max_dpd_last_12m,num_enquiries_6m,num_enquiries_12m,total_outstanding_debt,secured_loan_percentage,num_written_off_accounts,num_settled_accounts,avg_monthly_balance,balance_volatility,avg_monthly_spending,essential_spending_pct,discretionary_spending_pct,num_bounced_checks_12m,salary_credit_regularity,num_digital_txns_monthly,cash_withdrawal_pct,min_balance_breaches_12m,emi_bounce_count_12m,debt_to_income_ratio,loan_to_income_ratio,credit_utilization,estimated_monthly_emi,emi_to_income_ratio,savings_rate,account_age_factor,default,default_probability,annual_income_standardized,avg_monthly_balance_standardized,avg_monthly_spending_standardized,loan_amount_requested_log,total_outstanding_debt_log,estimated_monthly_emi_log,loan_amount_requested_normalized,total_outstanding_debt_normalized,estimated_monthly_emi_normalized,is_salaried,is_self_employed,is_business_owner,employment_stability_score,is_secured_loan,loan_risk_score,education_score,is_married,is_home_owner,is_male,gender_normalized_MALE,education_normalized_HIGH_SCHOOL,education_normalized_MASTER,education_normalized_OTHER,education_normalized_PHD,marital_status_normalized_MARRIED,marital_status_normalized_SINGLE,marital_status_normalized_WIDOWED,residence_type_normalized_OWNED,residence_type_normalized_RENTED,residence_type_normalized_WITH_PARENTS,employment_type_normalized_FREELANCER,employment_type_normalized_RETIRED,employment_type_normalized_SALARIED,employment_type_normalized_SELF_EMPLOYED,loan_purpose_normalized_BUSINESS_LOAN,loan_purpose_normalized_CONSUMER_DURABLE,loan_purpose_normalized_CREDIT_CARD,loan_purpose_normalized_EDUCATION_LOAN,loan_purpose_normalized_HOME_LOAN,loan_purpose_normalized_PERSONAL_LOAN,loan_risk_category_LOW_RISK,loan_risk_category_MEDIUM_RISK,gender_woe,education_woe,marital_status_woe,residence_type_woe,employment_type_woe,loan_purpose_woe,city_woe,industry_woe,city_target_enc,industry_target_enc,employment_type_target_enc,loan_purpose_target_enc
APP000011,2025-02-10,Male,38.0,Bachelor,Single,2.0,Owned,1.0,Kolkata,Salaried,IT/Software,516000.0,13.0,10.0,Auto Loan,1192000.0,36.0,9.44,715.0,2.0,2.0,155.0,3.0,30.0,3.0,5.0,443900.0,82.3,0.0,0.0,121000.0,0.338,30000.0,39.5,60.5,1.0,80.0,38.0,35.8,2.0,0.0,0.86,2.31,0.355,38200.0,0.887,2.819,12.9,1,0.2389437984496123,0.0704214666935034,0.4990072787478788,0.1665075930410663,13.991143965533254,13.00335684357922,10.5506169722625,0.0735321586451653,0.0709910601480912,0.1015709642470205,1,0,0,5,1,1,3,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.02281388753025259,-0.030478532445368987,0.0013297632106747921,-0.022477104864267468,-0.014861292301691881,-0.02231928496864868,-0.03430937252803479,-0.017516076422564388,0.19572783825816484,0.1876398773006135,0.1900652314316469,0.18765086599817685
APP000012,2025-09-11,Female,40.0,Bachelor,Divorced,2.0,Owned,23.0,Pune,Salaried,Manufacturing,483000.0,7.0,7.0,Auto Loan,1901000.0,36.0,9.4,761.0,3.0,1.0,30.0,1.0,90.0,3.0,5.0,1416100.0,50.9,0.0,0.0,136000.0,0.63,36000.0,69.3,30.7,1.0,99.4,27.0,29.8,2.0,2.0,2.932,3.936,0.182,60800.0,1.511,3.371,2.5,0,0.31125,-0.0409781977945658,0.7210863710174491,0.5031926462026605,14.457891147509354,14.16341787837572,11.015361515187424,0.1176763588817633,0.2264709174942826,0.1627843986998916,1,0,0,5,1,1,3,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03647880950101272,-0.030478532445368987,-0.03417732446234712,-0.022477104864267468,-0.014861292301691881,-0.02231928496864868,-0.10062849898177345,0.14652286549890908,0.20313914373088687,0.1620948979591837,0.18223649666451472,0.1858277119416591
APP000013,2025-11-11,Female,32.0,Master,Married,2.0,Rented,1.0,Bangalore,Business Owner,Banking/Finance,528000.0,7.0,1.0,Business Loan,1856000.0,36.0,12.47,742.0,0.0,0.0,105.0,1.0,30.0,4.0,4.0,902500.0,60.5,0.0,0.0,54000.0,0.405,37000.0,45.7,54.3,0.0,80.6,26.0,28.9,3.0,0.0,1.709,3.515,0.266,62100.0,1.411,1.234,8.8,1,0.1861666666666666,0.1109304355982559,-0.4929460000562015,0.5593068217295929,14.43393473112124,13.7129250772218,11.0365173708515,0.1148745408131498,0.1443330294743239,0.166305525460455,0,0,1,4,0,2,4,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03647880950101272,0.0755813819485763,0.003999013438422056,0.04556305914908085,0.013003314500177185,-0.029061796703685718,-0.02145756890005524,-0.09881021776624639,0.18976315789473686,0.2057347280334728,0.17378521739130437,0.1947506329113924
APP000014,2025-09-29,Male,40.0,PhD,Divorced,3.0,Rented,0.0,Mumbai,Self-Employed,IT/Software,1175000.0,0.0,0.0,Education Loan,2041000.0,60.0,8.6,663.0,1.0,1.0,25.0,1.0,90.0,2.0,3.0,312300.0,87.4,0.0,0.0,129000.0,0.05,73000.0,50.8,49.2,0.0,86.9,21.0,21.7,1.0,2.0,0.266,1.737,0.656,42000.0,0.429,1.319,2.1,0,0.27925,2.29503900904616,0.6174494612916497,2.579417140699158,14.528950931747763,12.651722745315356,10.645448706505872,0.1263931262063383,0.0499448256009211,0.111863488624052,0,1,0,3,0,2,5,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.02281388753025259,0.26212549103334104,-0.03417732446234712,0.04556305914908085,0.03399163271754266,0.017693402375376803,0.08245496261094298,-0.017516076422564388,0.16863515625000003,0.18352002464571782,0.17788595912986158,0.17784469696969699
APP000015,2025-05-18,Male,31.0,Bachelor,Married,1.0,Mortgaged,0.0,Hyderabad,Salaried,IT/Software,405000.0,0.0,0.0,Home Loan,3035000.0,240.0,7.87,800.0,3.0,3.0,157.0,0.0,0.0,0.0,2.0,61200.0,76.3,0.0,0.0,108000.0,0.423,16000.0,34.7,65.3,0.0,82.1,35.0,25.5,0.0,0.0,0.151,7.494,0.314,25100.0,0.745,3.212,13.1,1,0.0249999999999999,-0.3042864956754569,0.3065387321142513,-0.6190908643359867,14.925722311964972,11.021918808236205,10.130662964963708,0.1882821742108212,0.0097874586192006,0.066088840736728,1,0,0,5,1,1,3,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.02281388753025259,-0.030478532445368987,0.003999013438422056,-0.03787008099077142,-0.014861292301691881,-0.0033334446337297398,0.050031775905716364,-0.017516076422564388,0.17720595238095238,0.1876398773006135,0.1900652314316469,0.18347824213700992
APP000016,2025-02-14,Male,35.0,High School,Married,0.0,Rented,11.0,Ahmedabad,Salaried,Manufacturing,430000.0,1.0,1.0,Personal Loan,1256000.0,48.0,10.85,699.0,4.0,3.0,109.0,0.0,0.0,1.0,4.0,86400.0,93.4,0.0,0.0,25000.0,0.243,30000.0,46.0,54.0,1.0,92.8,30.0,8.2,1.0,0.0,0.201,2.921,0.237,32400.0,0.903,0.687,9.1,0,0.02,-0.2198928104572226,-0.9222989117773706,0.1665075930410663,14.043443422188307,11.366754528799245,10.385944565501662,0.077516966564971,0.0138175886388715,0.0858613217768147,1,0,0,5,0,2,2,1,0,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.02281388753025259,-0.029259383706893044,0.003999013438422056,0.04556305914908085,-0.014861292301691881,-0.038698725711155686,-0.02907152352588435,0.14652286549890908,0.19581639928698752,0.15977024291497977,0.18777794529399097,0.18803772609819122
APP000017,2025-09-15,Male,32.0,Master,Married,1.0,Rented,5.0,Chennai,Salaried,Banking/Finance,527000.0,4.0,0.0,Business Loan,2508000.0,120.0,15.77,654.0,5.0,1.0,13.0,1.0,30.0,4.0,6.0,125500.0,26.1,0.0,0.0,61000.0,0.302,22000.0,37.5,62.5,0.0,81.1,26.0,35.3,1.0,0.0,0.238,4.759,0.694,41700.0,0.948,1.394,1.1,0,0.1681666666666666,0.1075546881895265,-0.389309090330402,-0.2824058111743925,14.734996579458953,11.74006900564972,10.638280388314705,0.1554697714961708,0.0200706872011386,0.1110509209100758,1,0,0,5,0,2,4,1,0,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.02281388753025259,0.0755813819485763,0.003999013438422056,0.04556305914908085,-0.014861292301691881,-0.029061796703685718,0.020815201886710523,-0.09881021776624639,0.18482829504232165,0.2042677364864865,0.18904662205914094,0.19009580052493438
APP000018,2025-06-19,Male,30.0,Bachelor,Single,3.0,Rented,7.0,Chennai,Salaried,Government,287000.0,11.0,0.0,Auto Loan,729000.0,48.0,10.49,701.0,3.0,1.0,40.0,1.0,30.0,1.0,4.0,58800.0,8.4,0.0,0.0,72000.0,0.586,21000.0,57.0,43.0,0.0,86.5,33.0,35.8,0.0,0.0,0.205,2.54,0.131,18700.0,0.78,2.998,3.3,0,0.1207166666666666,-0.7026246899055228,-0.2264510893327172,-0.3385199867013249,13.499430382731967,10.981914140544824,9.83633227734872,0.0447045638503206,0.0094036367125653,0.0487540628385698,1,0,0,5,1,1,3,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.02281388753025259,-0.030478532445368987,0.0013297632106747921,0.04556305914908085,-0.014861292301691881,-0.02231928496864868,0.020815201886710523,0.07550900995650563,0.1732998760842627,0.16622425952045136,0.1900652314316469,0.18765086599817685
APP000019,2025-10-03,Male,28.0,High School,Married,1.0,Rented,1.0,Ahmedabad,Business Owner,IT/Software,794000.0,24.0,1.0,Home Loan,2181000.0,360.0,9.09,736.0,1.0,1.0,121.0,2.0,90.0,4.0,4.0,402600.0,64.6,0.0,1.0,61000.0,0.05,54000.0,66.0,34.0,0.0,92.3,29.0,15.8,0.0,0.0,0.507,2.747,0.396,17700.0,0.267,0.925,10.1,0,0.1717052896725441,1.008879246320269,-0.389309090330402,1.513247805687443,14.595294503688931,12.905701276039686,9.781376414141157,0.1351098935309134,0.0643861248380751,0.0460455037919826,0,0,1,4,1,1,2,1,0,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.02281388753025259,-0.029259383706893044,0.003999013438422056,0.04556305914908085,0.013003314500177185,-0.0033334446337297398,-0.02907152352588435,-0.017516076422564388,0.19588966725043783,0.19287196601941747,0.1836877748460862,0.19324630755864464
APP000020,2025-07-06,Male,39.0,Master,Married,3.0,Owned,4.0,Delhi,Salaried,IT/Software,297000.0,9.0,9.0,Home Loan,1425000.0,360.0,9.26,601.0,4.0,2.0,76.0,1.0,30.0,2.0,4.0,473600.0,46.8,0.0,0.0,65000.0,0.157,17000.0,67.4,32.6,0.0,82.2,35.0,19.7,0.0,0.0,1.595,4.798,0.513,11700.0,0.474,2.618,6.3,0,0.1414166666666666,-0.6688672158182292,-0.3300879990585166,-0.5629766888090543,14.169683073439028,13.06812047403619,9.367429587218956,0.088039349978208,0.0757408562427033,0.0297941495124593,1,0,0,5,1,1,4,1,1,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.02281388753025259,0.0755813819485763,0.003999013438422056,-0.022477104864267468,-0.014861292301691881,-0.0033334446337297398,0.00781745594474019,-0.017516076422564388,0.18169669421487605,0.1876398773006135,0.1900652314316469,0.18347824213700992
APP000021,2025-06-10,Female,48.0,Bachelor,Single,2.0,Rented,6.0,Delhi,Business Owner,Other,190000.0,0.0,0.0,Personal Loan,413000.0,24.0,15.71,750.0,3.0,3.0,143.0,1.0,30.0,1.0,2.0,18300.0,68.0,0.0,0.0,46000.0,0.226,12000.0,34.9,65.1,1.0,78.7,30.0,15.4,0.0,2.0,0.096,2.174,0.346,20200.0,1.274,2.893,11.9,1,0.2341666666666666,-1.030072188552272,-0.6113881825999723,-0.8435475664437161,12.931205293247745,9.814710982145282,9.91348738711446,0.0250295747462798,0.0029266420380943,0.0528169014084507,0,0,1,4,0,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.03647880950101272,-0.030478532445368987,0.0013297632106747921,0.04556305914908085,0.013003314500177185,-0.038698725711155686,0.00781745594474019,0.10943360066974268,0.18169669421487605,0.16619213313161876,0.17378521739130437,0.19002264349657716
APP000022,2025-02-21,Male,46.0,Bachelor,Married,3.0,Rented,1.0,Pune,Salaried,IT/Software,481000.0,13.0,0.0,Auto Loan,1195000.0,72.0,10.28,720.0,2.0,1.0,59.0,1.0,60.0,3.0,5.0,467500.0,12.5,1.0,0.0,61000.0,0.164,17000.0,66.8,33.2,3.0,73.4,19.0,12.3,2.0,1.0,0.972,2.484,0.216,22300.0,0.557,1.512,4.9,0,0.4555266805266805,-0.0477296926120245,-0.389309090330402,-0.5629766888090543,13.99365758016748,13.055156766746023,10.012386799492118,0.0737189465164062,0.0747653088966719,0.0585048754062838,1,0,0,5,1,1,3,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.02281388753025259,-0.030478532445368987,0.003999013438422056,0.04556305914908085,-0.014861292301691881,-0.02231928496864868,-0.10062849898177345,-0.017516076422564388,0.20313914373088687,0.18352002464571782,0.18223649666451472,0.1858277119416591
